VALMIN,VALMAX,VALCENTER,COUNTS,ERROR
0,25,12.5,171,13.0767
25,50,37.5,164,12.8062
50,75,62.5,181,13.4536
75,100,87.5,174,13.1909
100,125,112.5,194,13.9284
125,150,137.5,183,13.5277
150,175,162.5,173,13.1529
175,200,187.5,164,12.8062
200,225,212.5,176,13.2665
225,250,237.5,184,13.5647
250,275,262.5,166,12.8841
275,300,287.5,167,12.9228
300,325,312.5,157,12.53
325,350,337.5,161,12.6886
350,375,362.5,156,12.49
375,400,387.5,163,12.7671
400,425,412.5,167,12.9228
425,450,437.5,179,13.3791
450,475,462.5,196,14.0
475,500,487.5,167,12.9228
500,525,512.5,190,13.784
525,550,537.5,165,12.8452
550,575,562.5,178,13.3417
575,600,587.5,174,13.1909
600,625,612.5,181,13.4536
625,650,637.5,146,12.083
650,675,662.5,183,13.5277
675,700,687.5,161,12.6886
700,725,712.5,198,14.0712
725,750,737.5,169,13.0
750,775,762.5,172,13.1149
775,800,787.5,176,13.2665
800,825,812.5,162,12.7279
825,850,837.5,182,13.4907
850,875,862.5,200,14.1421
875,900,887.5,143,11.9583
900,925,912.5,162,12.7279
925,950,937.5,188,13.7113
950,975,962.5,167,12.9228
975,1000,987.5,172,13.1149
1000,1025,1012.5,172,13.1149
1025,1050,1037.5,183,13.5277
1050,1075,1062.5,153,12.3693
1075,1100,1087.5,171,13.0767
1100,1125,1112.5,194,13.9284
1125,1150,1137.5,177,13.3041
1150,1175,1162.5,157,12.53
1175,1200,1187.5,159,12.6095
1200,1225,1212.5,163,12.7671
1225,1250,1237.5,169,13.0
1250,1275,1262.5,197,14.0357
1275,1300,1287.5,169,13.0
1300,1325,1312.5,196,14.0
1325,1350,1337.5,162,12.7279
1350,1375,1362.5,166,12.8841
1375,1400,1387.5,172,13.1149
1400,1425,1412.5,162,12.7279
1425,1450,1437.5,185,13.6015
1450,1475,1462.5,163,12.7671
1475,1500,1487.5,169,13.0
1500,1525,1512.5,151,12.2882
1525,1550,1537.5,177,13.3041
1550,1575,1562.5,188,13.7113
1575,1600,1587.5,187,13.6748
1600,1625,1612.5,147,12.1244
1625,1650,1637.5,189,13.7477
1650,1675,1662.5,178,13.3417
1675,1700,1687.5,154,12.4097
1700,1725,1712.5,175,13.2288
1725,1750,1737.5,176,13.2665
1750,1775,1762.5,187,13.6748
1775,1800,1787.5,165,12.8452
1800,1825,1812.5,169,13.0
1825,1850,1837.5,281,16.7631
1850,1875,1862.5,292,17.088
1875,1900,1887.5,296,17.2047
1900,1925,1912.5,289,17.0
1925,1950,1937.5,274,16.5529
1950,1975,1962.5,270,16.4317
1975,2000,1987.5,244,15.6205
2000,2025,2012.5,255,15.9687
2025,2050,2037.5,233,15.2643
2050,2075,2062.5,243,15.5885
2075,2100,2087.5,227,15.0665
2100,2125,2112.5,222,14.8997
2125,2150,2137.5,229,15.1327
2150,2175,2162.5,217,14.7309
2175,2200,2187.5,228,15.0997
2200,2225,2212.5,227,15.0665
2225,2250,2237.5,210,14.4914
2250,2275,2262.5,205,14.3178
2275,2300,2287.5,213,14.5945
2300,2325,2312.5,219,14.7986
2325,2350,2337.5,206,14.3527
2350,2375,2362.5,197,14.0357
2375,2400,2387.5,207,14.3875
2400,2425,2412.5,199,14.1067
2425,2450,2437.5,223,14.9332
2450,2475,2462.5,202,14.2127
2475,2500,2487.5,192,13.8564
2500,2525,2512.5,206,14.3527
2525,2550,2537.5,203,14.2478
2550,2575,2562.5,202,14.2127
2575,2600,2587.5,223,14.9332
2600,2625,2612.5,217,14.7309
2625,2650,2637.5,192,13.8564
2650,2675,2662.5,181,13.4536
2675,2700,2687.5,177,13.3041
2700,2725,2712.5,216,14.6969
2725,2750,2737.5,207,14.3875
2750,2775,2762.5,195,13.9642
2775,2800,2787.5,199,14.1067
2800,2825,2812.5,207,14.3875
2825,2850,2837.5,192,13.8564
2850,2875,2862.5,181,13.4536
2875,2900,2887.5,186,13.6382
2900,2925,2912.5,187,13.6748
2925,2950,2937.5,215,14.6629
2950,2975,2962.5,192,13.8564
2975,3000,2987.5,196,14.0
3000,3025,3012.5,169,13.0
3025,3050,3037.5,203,14.2478
3050,3075,3062.5,193,13.8924
3075,3100,3087.5,198,14.0712
3100,3125,3112.5,179,13.3791
3125,3150,3137.5,179,13.3791
3150,3175,3162.5,193,13.8924
3175,3200,3187.5,197,14.0357
3200,3225,3212.5,215,14.6629
3225,3250,3237.5,171,13.0767
3250,3275,3262.5,195,13.9642
3275,3300,3287.5,186,13.6382
3300,3325,3312.5,195,13.9642
3325,3350,3337.5,171,13.0767
3350,3375,3362.5,182,13.4907
3375,3400,3387.5,199,14.1067
3400,3425,3412.5,191,13.8203
3425,3450,3437.5,175,13.2288
3450,3475,3462.5,176,13.2665
3475,3500,3487.5,198,14.0712
3500,3525,3512.5,188,13.7113
3525,3550,3537.5,209,14.4568
3550,3575,3562.5,159,12.6095
3575,3600,3587.5,185,13.6015
