VALMIN,VALMAX,VALCENTER,COUNTS,ERROR
1000,1050,1025.0,8,2.8284
1050,1100,1075.0,13,3.6056
1100,1150,1125.0,12,3.4641
1150,1200,1175.0,9,3.0
1200,1250,1225.0,17,4.1231
1250,1300,1275.0,12,3.4641
1300,1350,1325.0,7,2.6458
1350,1400,1375.0,13,3.6056
1400,1450,1425.0,14,3.7417
1450,1500,1475.0,11,3.3166
1500,1550,1525.0,11,3.3166
1550,1600,1575.0,9,3.0
1600,1650,1625.0,10,3.1623
1650,1700,1675.0,10,3.1623
1700,1750,1725.0,13,3.6056
1750,1800,1775.0,5,2.2361
1800,1850,1825.0,7,2.6458
1850,1900,1875.0,19,4.3589
1900,1950,1925.0,18,4.2426
1950,2000,1975.0,17,4.1231
2000,2050,2025.0,22,4.6904
2050,2100,2075.0,25,5.0
2100,2150,2125.0,16,4.0
2150,2200,2175.0,25,5.0
2200,2250,2225.0,19,4.3589
2250,2300,2275.0,17,4.1231
2300,2350,2325.0,18,4.2426
2350,2400,2375.0,12,3.4641
2400,2450,2425.0,12,3.4641
2450,2500,2475.0,24,4.899
2500,2550,2525.0,10,3.1623
2550,2600,2575.0,21,4.5826
2600,2650,2625.0,17,4.1231
2650,2700,2675.0,15,3.873
2700,2750,2725.0,20,4.4721
2750,2800,2775.0,21,4.5826
2800,2850,2825.0,16,4.0
2850,2900,2875.0,14,3.7417
2900,2950,2925.0,15,3.873
2950,3000,2975.0,23,4.7958
3000,3050,3025.0,15,3.873
3050,3100,3075.0,16,4.0
3100,3150,3125.0,11,3.3166
3150,3200,3175.0,10,3.1623
3200,3250,3225.0,26,5.099
3250,3300,3275.0,16,4.0
3300,3350,3325.0,13,3.6056
3350,3400,3375.0,9,3.0
3400,3450,3425.0,21,4.5826
3450,3500,3475.0,8,2.8284
3500,3550,3525.0,23,4.7958
3550,3600,3575.0,20,4.4721
