VALMIN,VALMAX,VALCENTER,COUNTS,ERROR
1000,1050,1025.0,6,2.4495
1050,1100,1075.0,13,3.6056
1100,1150,1125.0,12,3.4641
1150,1200,1175.0,12,3.4641
1200,1250,1225.0,12,3.4641
1250,1300,1275.0,10,3.1623
1300,1350,1325.0,6,2.4495
1350,1400,1375.0,9,3.0
1400,1450,1425.0,7,2.6458
1450,1500,1475.0,7,2.6458
1500,1550,1525.0,6,2.4495
1550,1600,1575.0,7,2.6458
1600,1650,1625.0,14,3.7417
1650,1700,1675.0,5,2.2361
1700,1750,1725.0,14,3.7417
1750,1800,1775.0,11,3.3166
1800,1850,1825.0,35,5.9161
1850,1900,1875.0,27,5.1962
1900,1950,1925.0,12,3.4641
1950,2000,1975.0,22,4.6904
2000,2050,2025.0,15,3.873
2050,2100,2075.0,15,3.873
2100,2150,2125.0,12,3.4641
2150,2200,2175.0,11,3.3166
2200,2250,2225.0,13,3.6056
2250,2300,2275.0,13,3.6056
2300,2350,2325.0,11,3.3166
2350,2400,2375.0,12,3.4641
2400,2450,2425.0,14,3.7417
2450,2500,2475.0,10,3.1623
2500,2550,2525.0,15,3.873
2550,2600,2575.0,14,3.7417
2600,2650,2625.0,8,2.8284
2650,2700,2675.0,14,3.7417
2700,2750,2725.0,15,3.873
2750,2800,2775.0,12,3.4641
2800,2850,2825.0,9,3.0
2850,2900,2875.0,14,3.7417
2900,2950,2925.0,14,3.7417
2950,3000,2975.0,11,3.3166
3000,3050,3025.0,9,3.0
3050,3100,3075.0,9,3.0
3100,3150,3125.0,11,3.3166
3150,3200,3175.0,14,3.7417
3200,3250,3225.0,11,3.3166
3250,3300,3275.0,6,2.4495
3300,3350,3325.0,11,3.3166
3350,3400,3375.0,10,3.1623
3400,3450,3425.0,6,2.4495
3450,3500,3475.0,15,3.873
3500,3550,3525.0,11,3.3166
3550,3600,3575.0,9,3.0
